CASE,OFFENSE CODE,OFFENSE DESCRIPTION,REPORT DATE,OCC DATE,DAY OF WEEK,LOCATION,Location 1
SL2012217826,2408-0,STOLEN VEHICLE,12/23/2012 01:03:00 AM,12/23/2012 01:03:00 AM,1,"900 W NORTH TEMPLE ST
Salt lake City, Utah
(40.77167430200046, -111.91696856999971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012100066,2499-14,STOLEN VEHICLE,06/14/2012 10:20:00 AM,06/14/2012 10:20:00 AM,5,"800 E 800 S
Salt lake City, Utah
(40.75193325200047, -111.86794109899967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012214720,2499-14,STOLEN VEHICLE,12/17/2012 12:48:00 AM,12/17/2012 12:48:00 AM,2,"500 S GLADIOLA ST
Salt lake City, Utah
(40.75830007900049, -111.9721531349997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012128071,2499-13,STOLEN VEHICLE,07/25/2012 08:37:00 AM,07/25/2012 08:37:00 AM,4,"1800 W INDEPENDENCE BLVD
Salt lake City, Utah
(40.801798061000454, -111.94243840399969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201260069,2499-13,STOLEN VEHICLE,04/12/2012 02:38:00 AM,04/12/2012 02:38:00 AM,5,"700 W LAYTON AVE
Salt lake City, Utah
(40.730149766000466, -111.9113072129997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20123905,2499-14,STOLEN VEHICLE,01/07/2012 10:06:00 PM,01/07/2012 10:06:00 PM,7,"1700 S RICHARDS ST
Salt lake City, Utah
(40.73341265100049, -111.89262442899968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012118297,2499-13,STOLEN VEHICLE,07/10/2012 09:36:00 PM,07/02/2012 10:04:00 AM,2,"700 N TERMINAL NORTHBOUND DR
Salt lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012182351,2404-0,STOLEN VEHICLE,10/18/2012 09:01:00 AM,10/18/2012 08:45:00 AM,5,"1900 S 600 E
Salt lake City, Utah
(40.72880140700045, -111.8739573209997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012142624,2404-34,STOLEN VEHICLE,08/16/2012 09:27:00 AM,08/15/2012 05:00:00 PM,4,"1400 S 700 W
Salt lake City, Utah
(40.73922192900045, -111.91116280799969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201268132,2499-15,STOLEN VEHICLE,04/24/2012 04:36:00 PM,04/24/2012 04:36:00 PM,3,"500 S 800 E
Salt lake City, Utah
(40.75842435800047, -111.8683124259997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012144842,2499-17,STOLEN VEHICLE,08/19/2012 01:02:00 PM,08/19/2012 01:02:00 PM,1,"700 N REDWOOD RD
Salt lake City, Utah
(40.828761855000494, -111.9372164399997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012174804,2499-13,STOLEN VEHICLE,10/05/2012 11:30:00 AM,10/05/2012 09:00:00 AM,6,"500 E 10TH AVE
Salt lake City, Utah
(40.78072682800047, -111.8744286809997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201294783,2499-15,STOLEN VEHICLE,06/05/2012 08:23:00 PM,06/05/2012 08:23:00 PM,3,"1700 S 1000 E
Salt lake City, Utah
(40.733431045000486, -111.86249633399967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012113603,2499-13,STOLEN VEHICLE,07/04/2012 05:52:00 AM,07/03/2012 11:00:00 PM,3,"1900 E WILSON AVE
Salt lake City, Utah
(40.73195702400045, -111.83635751099968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012132029,2499-14,STOLEN VEHICLE,07/31/2012 06:30:00 AM,07/31/2012 06:30:00 AM,3,"400 N DOROTHEA WAY
Salt lake City, Utah
(40.778231346000496, -111.9444028049997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012116678,2499-17,STOLEN VEHICLE,07/08/2012 10:44:00 AM,07/06/2012 10:00:00 AM,6,"1000 S MAIN ST
Salt lake City, Utah
(40.74728530800047, -111.89109220399968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012113090,2499-13,STOLEN VEHICLE,07/03/2012 01:56:00 PM,06/28/2012 01:50:00 PM,5,"00 S 2400 W
Salt lake City, Utah
(40.767975787000466, -111.9581725539997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012207436,2499-13,STOLEN VEHICLE,12/03/2012 12:13:00 AM,12/03/2012 12:13:00 AM,2,"1000 E SOUTH TEMPLE ST
Salt lake City, Utah
(40.76933693600046, -111.8623479749997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201289305,2499-13,STOLEN VEHICLE,05/28/2012 11:42:00 AM,05/27/2012 10:00:00 PM,1,"2700 S HIGHLAND DR
Salt lake City, Utah
(40.71260843500045, -111.8553884969997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012166575,2499-17,STOLEN VEHICLE,09/21/2012 11:51:00 PM,09/21/2012 11:51:00 PM,6,"MAIN ST / HILLSIDE AVE
Salt lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012212938,2499-16,STOLEN VEHICLE,12/13/2012 01:53:00 PM,12/13/2012 01:53:00 PM,5,"1500 W 2100 S
Salt lake City, Utah
(40.725926357000446, -111.93354395899968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012125740,2499-13,STOLEN VEHICLE,07/21/2012 08:44:00 PM,07/16/2012 09:00:00 AM,2,"1600 W 400 S
Salt lake City, Utah
(40.760689053000476, -111.9364575729997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012202162,2499-13,STOLEN VEHICLE,11/23/2012 04:20:00 AM,11/23/2012 04:20:00 AM,6,"200 N SUN ARBOR TE
Salt lake City, Utah
(40.773896083000466, -111.94366229199971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012211012,2499-17,STOLEN VEHICLE,12/09/2012 10:42:00 AM,12/09/2012 10:42:00 AM,1,"900 W NORTH TEMPLE ST
Salt lake City, Utah
(40.77167430200046, -111.91696856999971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012147545,2404-44,STOLEN VEHICLE,08/23/2012 03:07:00 PM,08/23/2012 03:07:00 PM,5,"800 S 400 E
Salt lake City, Utah
(40.75188375400046, -111.87965433799968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20121251,2499-14,STOLEN VEHICLE,01/03/2012 12:26:00 PM,01/03/2012 11:25:00 AM,3,"300 S CONCORD ST
Salt lake City, Utah
(40.7627245220005, -111.92705613399971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201263257,2499-14,STOLEN VEHICLE,04/17/2012 10:53:00 AM,04/16/2012 08:56:00 PM,2,"HUBBARD / LEGRANDE ST
Salt lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201288313,2499-14,STOLEN VEHICLE,05/26/2012 01:10:00 PM,05/26/2012 01:10:00 PM,7,"900 N POINSETTIA DR
Salt lake City, Utah
(40.789054027000475, -111.91787045699971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012201952,2499-17,STOLEN VEHICLE,11/22/2012 01:12:00 PM,11/22/2012 12:00:00 PM,5,"600 W SOUTH TEMPLE ST
Salt lake City, Utah
(40.76932365100049, -111.87414611199966)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012129758,2499-16,STOLEN VEHICLE,07/27/2012 04:01:00 PM,07/27/2012 04:01:00 PM,6,"800 S 200 W
Salt lake City, Utah
(40.75187029900047, -111.8969244329997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201268651,2499-17,STOLEN VEHICLE,04/25/2012 01:18:00 PM,04/25/2012 01:18:00 PM,4,"1000 S NAVAJO ST
Salt lake City, Utah
(40.74792883800046, -111.92950430499968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201281654,2499-13,STOLEN VEHICLE,05/16/2012 07:59:00 AM,05/14/2012 06:30:00 PM,2,"1800 S 1600 E
Salt lake City, Utah
(40.73122954100046, -111.8451471679997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012182944,2499-14,STOLEN VEHICLE,10/19/2012 08:42:00 AM,10/19/2012 08:42:00 AM,6,"1900 W CALIFORNIA AVE
Salt lake City, Utah
(40.74050875100045, -111.9448654309997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012141215,2499-17,STOLEN VEHICLE,08/14/2012 09:34:00 AM,08/14/2012 02:00:00 AM,3,"2400 N 2200 W
Salt lake City, Utah
(40.820320489000494, -111.95346108699971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012184266,2499-13,STOLEN VEHICLE,10/21/2012 04:02:00 PM,10/21/2012 01:04:00 PM,1,"3700 W TERMINAL WESTBOUND DR
Salt lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012121584,2499-17,STOLEN VEHICLE,07/15/2012 06:51:00 PM,07/14/2012 08:00:00 PM,7,"300 W PIERPONT AVE
Salt lake City, Utah
(40.76386865800049, -111.8998151719997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201237183,2499-13,STOLEN VEHICLE,03/05/2012 12:09:00 PM,03/05/2012 10:49:00 AM,2,"700 S WEST TEMPLE ST
Salt lake City, Utah
(40.75397379800046, -111.89397510699968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012144477,2499-17,STOLEN VEHICLE,08/18/2012 09:19:00 PM,08/18/2012 08:45:00 PM,7,"1100 E WILMINGTON AVE
Salt lake City, Utah
(40.72324595700047, -111.85897803099971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012126032,2499-13,STOLEN VEHICLE,07/22/2012 08:07:00 AM,07/22/2012 08:07:00 AM,1,"500 S 1100 E
Salt lake City, Utah
(40.75831356100048, -111.85963234199971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012147637,2499-17,STOLEN VEHICLE,08/23/2012 04:57:00 PM,08/23/2012 04:57:00 PM,5,"1500 S STATE ST
Salt lake City, Utah
(40.7370206330005, -111.88826635599969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012140132,2499-17,STOLEN VEHICLE,08/12/2012 02:34:00 PM,08/11/2012 05:00:00 PM,7,"1100 S 900 E
Salt lake City, Utah
(40.74510725400046, -111.86536309199971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201278091,2499-17,STOLEN VEHICLE,05/10/2012 02:37:00 PM,05/10/2012 12:01:00 AM,5,"1800 S PARK ST
Salt lake City, Utah
(40.73126945200045, -111.87538740199972)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201215651,2499-17,STOLEN VEHICLE,01/28/2012 02:46:00 AM,01/28/2012 02:44:00 AM,7,"100 E 900 S
Salt lake City, Utah
(40.74975447000048, -111.88810811999969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012183491,2499-13,STOLEN VEHICLE,10/20/2012 03:44:00 AM,10/20/2012 01:00:00 AM,7,"00 S RIO GRANDE ST
Salt lake City, Utah
(40.76451600700045, -111.90408205999967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012112773,2499-14,STOLEN VEHICLE,07/03/2012 01:56:00 AM,07/03/2012 01:56:00 AM,3,"2200 S 1300 E
Salt lake City, Utah
(40.72281101700048, -111.85368533999969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012149470,2499-16,STOLEN VEHICLE,08/26/2012 09:20:00 AM,08/26/2012 09:20:00 AM,1,"200 S MONTGOMERY ST
Salt lake City, Utah
(40.76437267600045, -111.93605600499967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201266979,2499-13,STOLEN VEHICLE,04/22/2012 11:28:00 PM,04/22/2012 10:30:00 PM,1,"00 W ANDREW AVE
Salt lake City, Utah
(40.73680260100048, -111.96520319699971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012180849,2499-13,STOLEN VEHICLE,10/15/2012 07:29:00 PM,10/15/2012 07:29:00 PM,2,"800 S 900 W
Salt lake City, Utah
(40.751843729000484, -111.9168656009997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012192547,2499-17,STOLEN VEHICLE,11/05/2012 06:06:00 AM,11/05/2012 06:06:00 AM,2,"1000 N CATHERINE ST
Salt lake City, Utah
(40.79115319900046, -111.93261311199967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012133099,2499-17,STOLEN VEHICLE,08/01/2012 08:49:00 PM,07/13/2012 09:00:00 AM,6,"2900 S 900 E
Salt lake City, Utah
(40.70806033400049, -111.86550648599967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012197526,2499-17,STOLEN VEHICLE,11/14/2012 04:49:00 AM,11/14/2012 04:49:00 AM,4,"1700 W 400 N
Salt lake City, Utah
(40.77816930000046, -111.93952430599967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012167467,2499-14,STOLEN VEHICLE,09/23/2012 12:33:00 PM,09/23/2012 12:33:00 PM,1,"2500 W 500 S
Salt lake City, Utah
(40.758448273000454, -111.95569737399967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012197034,2499-14,STOLEN VEHICLE,11/13/2012 07:19:00 AM,11/13/2012 07:19:00 AM,3,"400 N STAR CREST DR
Salt lake City, Utah
(40.778222117000496, -111.94363057199968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012192564,2499-13,STOLEN VEHICLE,11/05/2012 06:52:00 AM,11/04/2012 09:00:00 PM,1,"1300 W 500 S
Salt lake City, Utah
(40.758488129000455, -111.92865416899969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012213266,2499-13,STOLEN VEHICLE,12/14/2012 06:41:00 AM,12/14/2012 06:41:00 AM,6,"100 W PAXTON AVE
Salt lake City, Utah
(40.74375921000046, -111.8940581929997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201295424,2499-14,STOLEN VEHICLE,06/06/2012 07:14:00 PM,06/06/2012 07:14:00 PM,4,"100 W LUCY AVE
Salt lake City, Utah
(40.74289844000049, -111.89406768199967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201285085,2499-16,STOLEN VEHICLE,05/21/2012 03:14:00 PM,05/21/2012 03:14:00 PM,2,"1400 S 900 W
Salt lake City, Utah
(40.73928025700047, -111.8653670599997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012100356,2404-0,STOLEN VEHICLE,06/14/2012 05:57:00 PM,06/14/2012 05:57:00 PM,5,"100 W PIERPONT AVE
Salt lake City, Utah
(40.76394928400049, -111.89408443099967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012112882,2499-15,STOLEN VEHICLE,07/03/2012 09:01:00 AM,07/03/2012 09:01:00 AM,3,"500 N CORTEZ ST
Salt lake City, Utah
(40.780270378000466, -111.88729383099968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012182529,2404-0,STOLEN VEHICLE,10/18/2012 02:40:00 PM,10/18/2012 02:40:00 PM,5,"200 S 500 E
Salt lake City, Utah
(40.76493388600045, -111.8768138849997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012139323,2499-13,STOLEN VEHICLE,08/11/2012 08:16:00 AM,08/11/2012 08:16:00 AM,7,"1800 E HILLCREST AVE
Salt lake City, Utah
(40.716760654000495, -111.83983249499971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201239566,2499-13,STOLEN VEHICLE,03/09/2012 08:27:00 AM,03/09/2012 07:05:00 AM,6,"600 E 800 S
Salt lake City, Utah
(40.75194541900049, -111.87372949499968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201270488,2499-13,STOLEN VEHICLE,04/28/2012 08:38:00 AM,04/28/2012 08:38:00 AM,7,"1600 W 900 S
Salt lake City, Utah
(40.73473104900046, -111.91689710199967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201289886,2499-13,STOLEN VEHICLE,05/29/2012 02:21:00 PM,05/29/2012 02:21:00 PM,3,"1200 N REDWOOD RD
Salt lake City, Utah
(40.79498040800047, -111.93919375499968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201255985,2499-13,STOLEN VEHICLE,04/05/2012 12:19:00 AM,04/04/2012 12:00:00 PM,4,"300 W 200 S
Salt lake City, Utah
(40.765028903000484, -111.89981517499967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201299420,2499-17,STOLEN VEHICLE,06/13/2012 12:26:00 PM,06/11/2012 12:00:00 PM,2,"00 S ORANGE ST
Salt lake City, Utah
(40.76839186600046, -111.94388478099967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012133034,2499-17,STOLEN VEHICLE,08/01/2012 04:38:00 PM,08/01/2012 04:38:00 PM,4,"600 E 1300 S
Salt lake City, Utah
(40.741646036000475, -111.87377777299969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201210403,2499-16,STOLEN VEHICLE,01/18/2012 09:52:00 PM,01/18/2012 09:52:00 PM,4,"900 E NORTH BONNEVILLE DR
Salt lake City, Utah
(40.78810117800049, -111.8621558809997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012114509,2499-13,STOLEN VEHICLE,07/05/2012 09:41:00 AM,07/05/2012 09:41:00 AM,5,"300 N CENTER ST
Salt lake City, Utah
(40.77605542000049, -111.89253340999971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012171804,2499-13,STOLEN VEHICLE,09/30/2012 11:12:00 AM,09/30/2012 11:12:00 AM,1,"700 E 3RD AVE
Salt lake City, Utah
(40.7727955310005, -111.86845032999969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012121864,2499-14,STOLEN VEHICLE,07/16/2012 09:05:00 AM,07/16/2012 09:05:00 AM,2,"600 W NORTH TEMPLE ST
Salt lake City, Utah
(40.7716254070005, -111.90906785399972)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012198714,2499-17,STOLEN VEHICLE,11/16/2012 06:36:00 AM,11/16/2012 06:15:00 AM,6,"1400 S WEST TEMPLE ST
Salt lake City, Utah
(40.739161252000486, -111.89395514399968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012190831,2499-14,STOLEN VEHICLE,11/02/2012 08:03:00 AM,11/02/2012 08:03:00 AM,6,"1200 W PIERPONT AVE
Salt lake City, Utah
(40.76388262400047, -111.92003862599967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012124870,2499-17,STOLEN VEHICLE,07/20/2012 06:31:00 PM,07/20/2012 11:00:00 AM,6,"1200 E 5TH AVE
Salt lake City, Utah
(40.77505322200045, -111.8534294529997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012105171,2499-13,STOLEN VEHICLE,06/21/2012 11:30:00 PM,06/21/2012 11:30:00 PM,5,"1500 W 2100 S
Salt lake City, Utah
(40.725926357000446, -111.93354395899968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012104353,2499-13,STOLEN VEHICLE,06/20/2012 09:14:00 PM,06/20/2012 09:14:00 PM,4,"900 E DOWNINGTON AVE
Salt lake City, Utah
(40.731013404000464, -111.8652088019997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012168991,2499-13,STOLEN VEHICLE,09/26/2012 02:06:00 AM,09/26/2012 02:06:00 AM,4,"200 S RIO GRANDE ST
Salt lake City, Utah
(40.76482373300047, -111.90411309999968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012171713,2499-13,STOLEN VEHICLE,09/30/2012 04:48:00 AM,09/30/2012 04:48:00 AM,1,"200 S 1100 W
Salt lake City, Utah
(40.76406477100045, -111.92257573599971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201284364,2499-14,STOLEN VEHICLE,05/20/2012 10:14:00 AM,05/20/2012 10:14:00 AM,1,"1400 W 800 S
Salt lake City, Utah
(40.75230795600049, -111.9314308329997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201286441,2407-0,STOLEN VEHICLE,05/23/2012 04:33:00 PM,05/23/2012 04:33:00 PM,4,"600 S REDWOOD RD
Salt lake City, Utah
(40.7561771070005, -111.93906526499967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012186788,2499-14,STOLEN VEHICLE,10/26/2012 06:53:00 AM,10/26/2012 06:53:00 AM,6,"1200 S 800 W
Salt lake City, Utah
(40.74283043800045, -111.91411664699967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012216497,2499-13,STOLEN VEHICLE,12/20/2012 03:08:00 PM,12/20/2012 03:08:00 PM,5,"500 N REDWOOD RD
Salt lake City, Utah
(40.78028133000049, -111.93936157599967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012169096,2499-13,STOLEN VEHICLE,09/26/2012 08:55:00 AM,09/12/2012 08:30:00 PM,4,"500 N DEXTER ST
Salt lake City, Utah
(40.78030367700046, -111.91535160299969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201213458,2411-0,STOLEN VEHICLE,01/24/2012 10:53:00 AM,01/02/2012 12:00:00 PM,2,"600 N 3800 W
Salt lake City, Utah
(40.78230238100048, -111.98006285199972)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012143555,2499-14,STOLEN VEHICLE,08/17/2012 02:48:00 PM,08/17/2012 02:48:00 PM,6,"300 N ARGYLE CT
Salt lake City, Utah
(40.77593262300047, -111.90964246299967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012191538,2499-13,STOLEN VEHICLE,11/03/2012 09:54:00 AM,11/03/2012 09:54:00 AM,7,"700 N COLORADO ST
Salt lake City, Utah
(40.78473086100047, -111.9296943439997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012198909,2499-13,STOLEN VEHICLE,11/16/2012 02:41:00 PM,11/16/2012 02:00:00 AM,6,"1900 W NORTH TEMPLE ST
Salt lake City, Utah
(40.77166859500045, -111.94559007199967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012147021,2499-13,STOLEN VEHICLE,08/22/2012 07:45:00 PM,08/22/2012 07:45:00 PM,4,"300 E 10TH AVE
Salt lake City, Utah
(40.78075199200049, -111.88042976099968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012124982,2499-13,STOLEN VEHICLE,07/20/2012 07:19:00 PM,07/19/2012 08:00:00 AM,5,"00 E 300 N
Salt lake City, Utah
(40.77595340200048, -111.88879330799966)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201291738,2499-13,STOLEN VEHICLE,06/01/2012 07:51:00 AM,06/01/2012 07:45:00 AM,6,"500 E 11TH AVE
Salt lake City, Utah
(40.78188707300046, -111.87442867899966)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012219565,2499-14,STOLEN VEHICLE,12/27/2012 08:59:00 AM,12/27/2012 08:59:00 AM,5,"1000 W EUCLID AVE
Salt lake City, Utah
(40.76609956800047, -111.91980544999967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201256973,2499-14,STOLEN VEHICLE,04/06/2012 06:41:00 PM,04/06/2012 06:41:00 PM,6,"3700 S 150 E
Salt lake City, Utah
(40.83971096300047, -111.90739502299971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201255564,2499-13,STOLEN VEHICLE,04/04/2012 11:11:00 AM,04/03/2012 10:00:00 PM,3,"1600 W NORTHWOOD AVE
Salt lake City, Utah
(40.78292857000048, -111.93698735099969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201210041,2499-17,STOLEN VEHICLE,01/18/2012 10:44:00 AM,01/18/2012 10:00:00 AM,4,"800 W 1700 S
Salt lake City, Utah
(40.73353323200047, -111.91410099099971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012201814,2499-14,STOLEN VEHICLE,11/22/2012 12:46:00 AM,11/22/2012 12:46:00 AM,5,"700 N 800 W
Salt lake City, Utah
(40.78480029400049, -111.9139241909997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012127910,2499-13,STOLEN VEHICLE,07/24/2012 11:42:00 PM,07/24/2012 11:42:00 PM,3,"1100 N REDWOOD RD
Salt lake City, Utah
(40.79347222500047, -111.93919328999971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201239695,2499-13,STOLEN VEHICLE,03/09/2012 12:27:00 PM,03/09/2012 12:27:00 PM,6,"1200 S MAIN ST
Salt lake City, Utah
(40.74287650500048, -111.89110761899968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012144696,2499-13,STOLEN VEHICLE,08/19/2012 04:25:00 AM,08/19/2012 04:25:00 AM,1,"700 N REDWOOD RD
Salt lake City, Utah
(40.828761855000494, -111.9372164399997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012103866,2499-15,STOLEN VEHICLE,06/20/2012 09:07:00 AM,06/19/2012 10:00:00 AM,3,"1200 W GILLESPIE AVE
Salt lake City, Utah
(40.757407955000474, -111.92581000199971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201227332,2499-16,STOLEN VEHICLE,02/17/2012 11:26:00 AM,02/17/2012 11:26:00 AM,6,"1400 S MCCLELLAND ST
Salt lake City, Utah
(40.73936889000049, -111.86105242499968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201228975,2499-13,STOLEN VEHICLE,02/20/2012 03:08:00 AM,02/20/2012 03:08:00 AM,2,"1300 E STRATFORD DR
Salt lake City, Utah
(40.71547292300045, -111.85334113899967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201275551,2499-16,STOLEN VEHICLE,05/06/2012 11:36:00 AM,05/06/2012 11:36:00 AM,1,"1200 E 200 S
Salt lake City, Utah
(40.764943651000465, -111.8564642239997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201276586,2499-13,STOLEN VEHICLE,05/08/2012 07:09:00 AM,05/07/2012 08:00:00 PM,2,"600 E 2ND AVE
Salt lake City, Utah
(40.77168503500047, -111.87147011099967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012116932,2499-14,STOLEN VEHICLE,07/08/2012 07:18:00 PM,07/08/2012 07:18:00 PM,1,"DIESTEL RD / PARK RW
Salt lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012205094,2499-17,STOLEN VEHICLE,11/28/2012 09:12:00 PM,11/02/2012 05:00:00 PM,6,"400 N 800 W
Salt lake City, Utah
(40.778102549000494, -111.91392031399971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
