"Report.Submission.Source","Incident.City","Date.of.Incident","Hazardous.Class","Total.Hazmat.Fatalities","Total.Hazmat.Hosp.Injuries","Total.Hazmat.NonHosp.Injuries","Total.Amount.of.Damages","Origin.State","Mode.of.Transportation","HMIS.Serious.Injury","HMIS.Serious.Incident.Ind","year","month"
"Paper","SALT LAKE CITY",2000-08-04,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"TEXAS","Highway","No","No",2000,8
"Paper","SALT LAKE CITY",2000-08-17,"CORROSIVE MATERIAL",0,0,0,150,"CALIFORNIA","Highway","No","No",2000,8
"Paper","SALT LAKE CITY",2013-12-26,"CORROSIVE MATERIAL",0,0,0,2005,"CALIFORNIA","Highway","No","No",2013,12
"Paper","NORTH SALT LAKE",1999-07-12,"CORROSIVE MATERIAL",0,0,0,125,"MICHIGAN","Highway","No","No",1999,7
"Web","SALT LAKE CITY",2007-10-04,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2007,10
"Paper","SALT LAKE CITY",2006-07-30,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",2006,7
"Paper","SALT LAKE CY",1976-06-02,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"MISSOURI","Highway","No","No",1976,6
"Paper","SALT LAKE CITY",2008-05-01,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Highway","No","No",2008,5
"Paper","SALT LAKE CY",1977-02-24,"CORROSIVE MATERIAL",0,0,0,0,"NEW YORK","Highway","No","No",1977,2
"Paper","SALT LAKE CY",1976-09-04,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",1976,9
"Paper","SALT LAKE CITY",2012-04-23,"OXIDIZER",0,0,0,0,"CALIFORNIA","Highway","No","No",2012,4
"Paper","SALT LAKE CITY",1991-06-14,"OXIDIZER",0,0,0,260,"UTAH","Highway","No","No",1991,6
"Paper","WEST VALLEY CITY",1995-05-18,"CORROSIVE MATERIAL",0,0,0,505,"NEW YORK","Highway","No","No",1995,5
"Paper","SALT LAKE CY",1980-03-12,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"OHIO","Highway","No","No",1980,3
"Paper","SALT LAKE CITY",1987-04-21,"CORROSIVE MATERIAL",0,0,0,0,"VIRGINIA","Highway","No","No",1987,4
"XML","Orem",2012-05-23,"OXIDIZER",0,0,0,0,"OREGON","Highway","No","No",2012,5
"Paper","MURRAY",1973-06-07,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",1973,6
"Paper","SALT LAKE CY",1979-08-27,"CORROSIVE MATERIAL",0,0,0,0,"WISCONSIN","Highway","No","No",1979,8
"XML","N Salt Lake",2014-10-10,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ILLINOIS","Highway","No","No",2014,10
"Web","SALT LAKE CITY",2012-09-17,"POISONOUS MATERIALS",0,0,0,2000,"ILLINOIS","Highway","No","No",2012,9
"Paper","SALT LAKE CY",1980-04-30,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",1980,4
"Web","SALT LAKE CITY",2008-09-04,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",2008,9
"Paper","SALT LAKE CITY",2006-04-21,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"MISSOURI","Highway","No","No",2006,4
"Paper","SALT LAKE CY",1979-05-08,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WYOMING","Highway","No","Yes",1979,5
"Paper","SALT LAKE CITY",1995-08-03,"CORROSIVE MATERIAL",0,0,0,105,"NEW YORK","Highway","No","No",1995,8
"Paper","SALT LAKE CITY",1999-06-18,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,150,"CALIFORNIA","Highway","No","No",1999,6
"Paper","WEST VALLEY CITY",2002-06-07,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,410,"TEXAS","Highway","No","No",2002,6
"Paper","SALT LAKE CITY",1984-05-22,"POISONOUS MATERIALS",0,0,0,0,"CALIFORNIA","FREIGHT FORWARDER","No","No",1984,5
"Paper","MIDVALE",2005-09-24,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,53576,"UTAH","Highway","No","Yes",2005,9
"Paper","SALT LAKE CY",1976-07-23,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"GEORGIA","Highway","No","No",1976,7
"Paper","SALT LAKE CITY",1999-01-22,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,382,"COLORADO","Highway","No","No",1999,1
"XML","NORTH SALT LAKE",2007-08-13,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ILLINOIS","Highway","No","No",2007,8
"Paper","OGDEN",2005-03-11,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,704,"INDIANA","Rail","No","No",2005,3
"Paper","NORTH SALT LAKE",1998-11-03,"CORROSIVE MATERIAL",0,0,0,125,"ILLINOIS","Highway","No","No",1998,11
"Paper","SALT LAKE CITY",1997-09-04,"COMBUSTIBLE LIQUID",0,0,0,0,"WYOMING","Highway","No","No",1997,9
"Paper","SALT LAKE CY",1977-08-12,"CORROSIVE MATERIAL",0,0,0,0,"MASSACHUSETTS","Highway","No","No",1977,8
"Web","SALT LAKE CITY",2007-10-02,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",2007,10
"XML","N Salt Lake",2011-01-20,"CORROSIVE MATERIAL",0,0,0,0,"TEXAS","Highway","No","No",2011,1
"Paper","WEST VALLEY CITY",2006-06-20,"COMBUSTIBLE LIQUID",0,0,0,0,"MICHIGAN","Highway","No","No",2006,6
"Paper","SALT LAKE CY",1979-06-12,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WASHINGTON","Highway","No","No",1979,6
"Paper","SALT LAKE CITY",1999-08-16,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,170,"CALIFORNIA","Highway","No","No",1999,8
"Web","WEST VALLEY CITY",2008-03-25,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"TENNESSEE","Highway","No","No",2008,3
"Paper","HELPER",1990-08-16,"NONFLAMMABLE COMPRESSED GAS",0,0,0,0,"OKLAHOMA","Rail","No","No",1990,8
"Paper","CENTERVILLE",2000-11-04,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,595250,"UTAH","Highway","No","Yes",2000,11
"Paper","ALTAMONT",1991-08-29,"COMBUSTIBLE LIQUID",0,0,0,9500,"UTAH","Highway","No","Yes",1991,8
"Paper","SALT LAKE CITY",1982-10-30,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",1982,10
"Paper","LEVAN JUAB CO",1972-11-25,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",1972,11
"Paper","SALT LAKE",2003-07-07,"CORROSIVE MATERIAL",0,0,0,125,"ILLINOIS","Highway","No","No",2003,7
"Paper","WEST VALLEY",1995-09-16,"FLAMMABLE GAS",0,0,0,340,"PENNSYLVANIA","Highway","No","No",1995,9
"Web","SALT LAKE CITY",2012-04-23,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2012,4
"Paper","SALT LAKE CITY",1995-02-20,"CORROSIVE MATERIAL",0,0,0,78,"NEW YORK","Highway","No","No",1995,2
"Paper","SALT LAKE CITY",1998-08-03,"CORROSIVE MATERIAL",0,0,0,150,"COLORADO","Highway","No","No",1998,8
"Paper","SALT LAKE CITY",1999-11-04,"POISONOUS MATERIALS",0,0,0,250,"IDAHO","Highway","No","No",1999,11
"Paper","SALT LAKE CITY",1998-02-02,"CORROSIVE MATERIAL",0,0,0,0,NA,"Highway","No","No",1998,2
"Paper","OREM",2013-03-29,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,0,"UTAH","Air","No","No",2013,3
"Paper","SALT LAKE CITY",1989-02-07,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",1989,2
"Paper","SALT LAKE CITY",1988-03-18,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",1988,3
"Paper","SALT LAKE CITY",2013-08-19,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NORTH CAROLINA","Highway","No","No",2013,8
"Paper","SALT LAKE CITY",1994-04-02,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,100,"OREGON","Highway","No","No",1994,4
"Paper","SALT LAKE CITY",1998-03-18,"CORROSIVE MATERIAL",0,0,0,95,"ILLINOIS","Highway","No","No",1998,3
"Paper","SALT LAKE CITY",1997-11-07,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,200,"MINNESOTA","Highway","No","No",1997,11
"Paper","PARK CITY",1990-10-15,"OXIDIZER",0,0,0,0,"PENNSYLVANIA","Highway","No","No",1990,10
"Paper","SALT LAKE CITY",2010-09-21,"CORROSIVE MATERIAL",0,0,0,0,"NEVADA","Highway","No","No",2010,9
"Paper","SALT LAKE",1993-05-18,"CORROSIVE MATERIAL",0,0,0,220,"UTAH","Highway","No","No",1993,5
"Paper","OGDEN",2009-09-23,"NONFLAMMABLE COMPRESSED GAS",0,0,0,0,"UTAH","Air","No","No",2009,9
"XML","NORTH SALT LAKE",2006-09-19,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ILLINOIS","Highway","No","No",2006,9
"Paper","OREM",2000-06-02,"CORROSIVE MATERIAL",0,0,0,125,"OHIO","Highway","No","No",2000,6
"XML","SALT LAKE CITY",2010-07-29,"OXIDIZER",0,0,0,0,"MINNESOTA","Highway","No","No",2010,7
"Web","CLIVE",2013-03-26,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,0,"UTAH","Highway","No","No",2013,3
"Paper","SALT LAKE CITY",2012-10-09,"FLAMMABLE GAS",0,0,0,0,"UTAH","Highway","No","No",2012,10
"Paper","SALT LAKE CITY",1986-11-22,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","Yes",1986,11
"Paper","SALT LAKE CY",1974-03-15,"POISONOUS MATERIALS",0,0,0,0,"COLORADO","Highway","No","No",1974,3
"Paper","SALT LAKE CY",1979-05-11,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",1979,5
"Paper","NORTH SALT LAKE",1999-10-02,"CORROSIVE MATERIAL",0,0,0,125,"ILLINOIS","Highway","No","No",1999,10
"Paper","SALT LAKE CITY",1996-07-11,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",1996,7
"Paper","SALT LAKE CY",1977-10-24,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",1977,10
"Paper","SALT LAKE",1991-08-18,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Rail","No","No",1991,8
"Paper","SALT LAKE CITY",2014-05-27,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",2014,5
"Paper","SALT LAKE CITY",2008-01-25,"NONFLAMMABLE COMPRESSED GAS",0,0,0,0,"COLORADO","Highway","No","No",2008,1
"Paper","SALT LAKE CITY",1983-04-15,"POISONOUS MATERIALS",0,0,0,0,"ILLINOIS","Highway","No","No",1983,4
"Paper","SALT LAKE CITY",2000-06-30,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,310,"CALIFORNIA","Highway","No","No",2000,6
"Paper","TINTIC",1992-11-28,"NONFLAMMABLE COMPRESSED GAS",0,0,0,15,"CALIFORNIA","Rail","No","No",1992,11
"Paper","SALT LAKE CITY",2005-08-19,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ILLINOIS","Highway","No","No",2005,8
"Paper","SALT LAKE CITY",1995-05-01,"CORROSIVE MATERIAL",0,0,0,80,"WYOMING","Highway","No","No",1995,5
"Paper","SALT LAKE CITY",1999-08-05,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,400,"COLORADO","Highway","No","No",1999,8
"Paper","SALT LAKE CITY",1990-06-27,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,70,"UTAH","Highway","No","No",1990,6
"Paper","WEST VALLEY CITY",1994-11-07,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,80,"COLORADO","Highway","No","No",1994,11
"Paper","SANDY",1973-11-26,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",1973,11
"Web","S.E. OGDEN",2007-04-15,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"TEXAS","Highway","No","No",2007,4
"Paper","SALT LAKE CY",1979-07-24,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"MICHIGAN","Highway","No","No",1979,7
"Paper","SALT LAKE CITY",2004-06-26,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,3000,"KENTUCKY","Highway","No","No",2004,6
"Paper","OGDEN",1986-10-07,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ILLINOIS","Highway","No","No",1986,10
"Paper","SALT LAKE CITY",2012-05-18,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"COLORADO","Highway","No","No",2012,5
"Paper","SALT LAKE CITY",2008-08-14,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"TENNESSEE","Highway","No","No",2008,8
"Paper","SALT LAKE CITY",1996-12-09,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,200,"NEW MEXICO","Highway","No","No",1996,12
"Paper","SALT LAKE CITY",1990-03-10,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,170,"MASSACHUSETTS","Highway","No","No",1990,3
"Paper","SALT LAKE",2003-01-24,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,100,"CALIFORNIA","Highway","No","No",2003,1
"Paper","SALT LAKE CY",1977-03-17,"CORROSIVE MATERIAL",0,0,0,0,"ILLINOIS","Highway","No","No",1977,3
"Paper","OGDEN",1997-01-06,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Rail","No","Yes",1997,1
"Paper","LEHI",1996-12-09,"FLAMMABLE GAS",0,0,0,20010,"UTAH","Highway","No","Yes",1996,12
"XML","Nsl",2008-10-02,"NONFLAMMABLE COMPRESSED GAS",0,0,0,0,"TEXAS","Highway","No","No",2008,10
"Paper","NORTH SALT LAKE",2000-10-26,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,125,"OHIO","Highway","No","No",2000,10
"Paper","NORTH SALT LAKE",2000-10-11,"CORROSIVE MATERIAL",0,0,0,125,"UTAH","Highway","No","No",2000,10
"XML","N SALT LAKE",2010-04-01,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"PENNSYLVANIA","Highway","No","No",2010,4
"Paper","WEST VALLEY CITY",2005-11-01,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"PENNSYLVANIA","Highway","No","No",2005,11
"Paper","WEST VALLEY",2009-04-14,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"PENNSYLVANIA","Air","No","No",2009,4
"Paper","NORTH SALT LAKE",2000-05-24,"CORROSIVE MATERIAL",0,0,0,125,"CALIFORNIA","Highway","No","No",2000,5
"Paper","SALT LAKE CITY",2008-08-27,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2008,8
"Web","SALT LAKE CITY",2008-07-31,"CORROSIVE MATERIAL",0,0,0,0,"TENNESSEE","Highway","No","No",2008,7
"Paper","SALT LAKE CY",1977-09-13,"POISONOUS MATERIALS",0,0,0,0,"CALIFORNIA","Highway","No","No",1977,9
"Paper","SALT LAKE CITY",2001-05-11,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2001,5
"Paper","SALT LAKE CITY",1997-05-14,"CORROSIVE MATERIAL",0,0,0,250,"ILLINOIS","Highway","No","No",1997,5
"Paper","WEST VALLEY",2007-08-06,"CORROSIVE MATERIAL",0,0,0,2100,"CALIFORNIA","Highway","No","No",2007,8
"Web","SALT LAKE CITY",2007-11-16,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"IOWA","Highway","No","No",2007,11
"XML","NORTH SALT LAKE",2006-05-10,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2006,5
"Paper","WOODS CROSS",1990-11-06,"COMBUSTIBLE LIQUID",0,0,0,104,"UTAH","Highway","No","No",1990,11
"Paper","SALT LAKE CITY",1997-02-09,"CORROSIVE MATERIAL",0,0,0,496,"KANSAS","Highway","No","No",1997,2
"Paper","SALT LAKE CITY",2007-06-19,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",2007,6
"Paper","SALT LAKE CITY",2000-08-02,"POISONOUS MATERIALS",0,0,0,0,"MICHIGAN","Highway","No","No",2000,8
"Paper","SALT LAKE CITY",2010-01-12,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"COLORADO","Highway","No","No",2010,1
"Paper","SALT LAKE CITY",2003-06-14,"CORROSIVE MATERIAL",0,0,0,50,"TEXAS","Highway","No","No",2003,6
"Paper","SALT LAKE CITY",1998-07-28,"CORROSIVE MATERIAL",0,0,0,85,"OHIO","Highway","No","No",1998,7
"Paper","SALT LAKE CITY",2004-11-22,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,0,"UTAH","Air","No","No",2004,11
"Paper","SALT LAKE CITY",1995-05-14,"CORROSIVE MATERIAL",0,0,0,323,"NEW JERSEY","Highway","No","No",1995,5
"Paper","WEST VALLEY CITY",1993-09-05,"CORROSIVE MATERIAL",0,0,0,325,"ILLINOIS","Highway","No","No",1993,9
"Paper","WEST VALLEY CITY",1991-04-13,"POISONOUS MATERIALS",0,0,0,205,"IDAHO","Highway","No","No",1991,4
"Paper","SALT LAKE CITY",2001-08-09,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,150,"COLORADO","Highway","No","No",2001,8
"XML","NORTH SALT LAKE",2006-06-14,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NEVADA","Highway","No","No",2006,6
"Paper","SALT LAKE CITY",1998-04-28,"CORROSIVE MATERIAL",0,0,0,150,"TEXAS","Highway","No","No",1998,4
"Paper","OGDEN",1992-07-17,"NONFLAMMABLE COMPRESSED GAS",0,0,0,0,"NEVADA","Rail","No","No",1992,7
"Paper","SALT LAKE CITY",1999-08-13,"OXIDIZER",0,0,0,200,"FLORIDA","Highway","No","No",1999,8
"Paper","WEST JORDAN",1998-05-26,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"TEXAS","Highway","No","No",1998,5
"Paper","SALT LAKE CITY",1994-09-12,"FLAMMABLE GAS",0,0,0,25,"IOWA","Highway","No","No",1994,9
"Paper","SALT LAKE CITY",1996-02-08,"POISONOUS MATERIALS",0,0,0,150,"CALIFORNIA","Highway","No","No",1996,2
"Paper","SALT LAKE CITY",1999-04-19,"POISONOUS MATERIALS",0,0,0,0,"ARIZONA","Highway","No","No",1999,4
"Paper","CLEAR CREEK J",1973-05-26,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",1973,5
"Paper","WEST VALLEY CITY",2004-08-05,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,385,"ALABAMA","Highway","No","No",2004,8
"Paper","SALT LAKE CITY",1995-01-13,"POISONOUS MATERIALS",0,0,0,80,"FLORIDA","Highway","No","No",1995,1
"Web","SALT LAKE CITY",2010-12-12,"OXIDIZER",0,0,0,0,"COLORADO","Highway","No","No",2010,12
"Paper","SALT LAKE",1998-07-29,"RADIOACTIVE MATERIAL",0,0,0,0,"NEW JERSEY","Rail","No","No",1998,7
"Paper","OGDEN",1992-09-01,"CORROSIVE MATERIAL",0,0,0,100,"UTAH","Rail","No","No",1992,9
"Paper","SALT LAKE CITY",1981-08-30,"CORROSIVE MATERIAL",0,0,0,0,"TENNESSEE","Highway","No","No",1981,8
"XML","LOGAN",2006-05-25,"COMBUSTIBLE LIQUID",0,0,0,0,"ILLINOIS","Highway","No","No",2006,5
"Paper","NORTH SALT LAKE",2000-04-20,"CORROSIVE MATERIAL",0,0,0,125,"UTAH","Highway","No","No",2000,4
"Paper","SALT LAKE CITY",1998-03-24,"POISONOUS MATERIALS",0,0,0,400,"KANSAS","Highway","No","No",1998,3
"Web","SALT LAKE CITY",2014-03-14,"CORROSIVE MATERIAL",0,0,0,0,"NORTH CAROLINA","Highway","No","No",2014,3
"Paper","SALT LAKE CITY",1996-08-25,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,355,"CALIFORNIA","Highway","No","No",1996,8
"Paper","SALT LAKE CITY",2007-06-01,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"TENNESSEE","Highway","No","No",2007,6
"Web","SALT LAKE CITY",2007-04-13,"CORROSIVE MATERIAL",0,0,2,2500,"IDAHO","Highway","No","No",2007,4
"Paper","SALT LAKE CITY",2006-08-06,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2006,8
"Paper","SALT LAKE CITY",1988-09-02,"OXIDIZER",0,0,0,0,"IDAHO","Highway","No","No",1988,9
"Paper","SALT LAKE CITY",1995-09-07,"POISONOUS MATERIALS",0,0,0,150,"FLORIDA","Highway","No","No",1995,9
"Paper","SALT LAKE CITY",1997-07-30,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,200,"MASSACHUSETTS","Highway","No","No",1997,7
"Paper","SALT LAKE CITY",2004-12-12,"CORROSIVE MATERIAL",0,0,0,75,"NEW JERSEY","Highway","No","No",2004,12
"Paper","NORTH SALT LAKE",1999-07-01,"CORROSIVE MATERIAL",0,0,0,125,"NORTH CAROLINA","Highway","No","No",1999,7
"Paper","CLIVE",1991-07-14,"CORROSIVE MATERIAL",0,0,0,2100,"UTAH","Highway","No","No",1991,7
"Paper","DUCHESNE",1972-04-26,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","Yes",1972,4
"Paper","OGDEN",1991-05-02,"ORGANIC PEROXIDE",0,0,0,10,"TEXAS","Highway","No","No",1991,5
"XML","N SALT LAKE",2011-07-08,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Highway","No","No",2011,7
"Paper","SALT LAKE CITY",2010-10-25,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",2010,10
"Paper","SALT LAKE CITY",1996-04-16,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,150,"UTAH","Highway","No","No",1996,4
"Paper","SALT LAKE CITY",1971-07-24,"POISONOUS MATERIALS",0,0,0,0,"COLORADO","Highway","No","No",1971,7
"Paper","MAGNA",2001-07-19,"OXIDIZER",0,0,0,0,"WASHINGTON","Highway","No","No",2001,7
"XML","Nsl",2008-10-06,"CORROSIVE MATERIAL",0,0,0,0,"GEORGIA","Highway","No","No",2008,10
"Paper","WEST VALLEY CITY",1995-10-12,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,475,"NEBRASKA","Highway","No","No",1995,10
"Paper","SALT LAKE CITY",2008-01-28,"CORROSIVE MATERIAL",0,0,0,3400,"TEXAS","Highway","No","No",2008,1
"Paper","SALT LAKE CITY",1999-03-03,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,0,NA,"Highway","No","No",1999,3
"XML","WENDOVER",2008-03-29,"CORROSIVE MATERIAL",0,0,0,9917,"MINNESOTA","Highway","No","No",2008,3
"Paper","SALT LAKE CITY",1997-11-18,"CORROSIVE MATERIAL",0,0,0,150,"CALIFORNIA","Highway","No","No",1997,11
"Paper","DUCHESNE",1973-06-08,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",1973,6
"Paper","SALT LAKE CITY",2001-03-25,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,450,"TEXAS","Highway","No","No",2001,3
"Paper","N SALT LKE CY",1974-07-29,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",1974,7
"XML","N Salt Lake",2012-10-03,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WISCONSIN","Highway","No","No",2012,10
"Paper","SALT LAKE",1997-09-09,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Rail","No","No",1997,9
"Paper","SALT LAKE CITY",1995-08-12,"CORROSIVE MATERIAL",0,0,0,167,"COLORADO","Air","No","No",1995,8
"Paper","GREEN RIVER",1983-03-21,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NEVADA","Highway","No","No",1983,3
"Paper","SALT LAKE CITY",1996-06-27,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,175,"ILLINOIS","Highway","No","No",1996,6
"Paper","SALT LAKE CITY",1984-05-11,"CORROSIVE MATERIAL",0,0,0,0,"MICHIGAN","Highway","No","No",1984,5
"Paper","SALT LAKE CITY",2012-10-16,"CORROSIVE MATERIAL",0,0,0,4300,"COLORADO","Highway","No","No",2012,10
"Paper","SALT LAKE CITY",1972-04-25,"POISONOUS MATERIALS",0,0,0,0,"CALIFORNIA","Highway","No","No",1972,4
"Paper","SALT LAKE CITY",1996-08-09,"POISONOUS MATERIALS",0,0,0,155,"ARIZONA","Highway","No","No",1996,8
"Paper","SALT LAKE CITY",1972-07-03,"POISONOUS MATERIALS",0,0,0,0,"COLORADO","Highway","No","No",1972,7
"Paper","SALT LAKE CITY",2010-09-14,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",2010,9
"Paper","SALT LAKE CITY",1999-05-09,"CORROSIVE MATERIAL",0,0,0,110,"GEORGIA","Highway","No","No",1999,5
"Paper","WEST VALLEY CITY",1999-03-27,"OXIDIZER",0,0,0,420,"MISSISSIPPI","Highway","No","No",1999,3
"Paper","BLUFF",2013-11-04,"RADIOACTIVE MATERIAL",0,0,0,0,"TEXAS","Highway","No","No",2013,11
"Paper","SALT LAKE CITY",2008-09-18,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NEVADA","Highway","No","No",2008,9
"Web","SALT LAKE CITY",2010-04-08,"COMBUSTIBLE LIQUID",0,0,0,0,"NEVADA","Highway","No","No",2010,4
"XML","N SALT LAKE",2009-05-28,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ILLINOIS","Highway","No","No",2009,5
"Paper","SALT LAKE CITY",2005-10-28,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"MISSOURI","Highway","No","No",2005,10
"Paper","WOODS CROSS",1984-10-05,"COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","Yes",1984,10
"Paper","NORTH SALT LAKE",1999-07-23,"CORROSIVE MATERIAL",0,0,0,125,"CALIFORNIA","Highway","No","No",1999,7
"Paper","SALT LAKE CY",1979-08-31,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",1979,8
"Paper","SALT LAKE CITY",2001-10-22,"CORROSIVE MATERIAL",0,0,0,280,"ILLINOIS","Highway","No","No",2001,10
"Paper","SALT LAKE CY",1977-04-15,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"KENTUCKY","Highway","No","No",1977,4
