"name_org","city","state","formation_yr","exempt_status.501c3","gross_receipts","voting_memb_ct","income_tot_unrelated","fundraise_expense_tot_curyr","asset_tot_beginyr","rev_giftsgrants_tot_curyr","rev_investmt_curyr","rev_prgmservice_curyr","rev_tot_curyr","grants_expense_tot_curyr","benefits_expense_tot_curyr","salaries_expense_tot_curyr","expense_tot_curyr","rev_less_expense_curyr","asset_tot_endyr","liability_tot_endyr","asset_net_endyr","delegate_management","memb_elect_board","conflict_interest_policy","enforce_conflict_policy","whistleblower_policy"
"BOSTON PLASTERERS & CEMENT MASONS LOCAL 534 - DEFERRED INCOME FUND","DORCHESTER","MA",1986,"",5911510,6,0,0,29264211,0,939744,1968200,3067275,0,1923256,112365,2199362,867913,31124261,77476,31046785,"no","yes","yes","yes","no"
"BENEVOLENT & PROTECTIVE ORDER OF ELKS-PARK CITY LODGE 734","PARK CITY","UT",1901,"",105631,18,0,10118,525748,13969,2598,89052,105631,59861,155,600,129730,-24099,501623,2014,499609,"no","yes","yes","yes","no"
"BENEVOLENT & PROTECTIVE ORDER OF EL","FLORISSANT","MO",1965,"",561209,16,7801,0,543414,30285,1631,75813,319729,0,0,10320,317854,1875,545289,0,545289,"no","no","no","","no"
"UTAH HEALTHCARE INSTITUTE INC","SLC","UT",1998,"true",5196241,11,0,35363,602854,0,0,4946924,5196241,0,0,3536258,5047447,148794,822505,268651,553854,"no","no","yes","yes","no"
"BETA XI INC","Moraga","CA",NA,"",288389,5,0,0,1849697,0,9,288380,288389,0,0,0,207255,81134,1900921,577279,1323642,"no","no","no","no","no"
"NATCHEZ LODGE NO 1662 LOYAL ORDER OF MOOSE INC","NATCHEZ","MS",1960,"",281104,8,0,0,1142709,1484,22978,0,60207,0,0,32561,121295,-61088,1076221,2591,1073630,"no","yes","yes","yes","yes"
"CY-FALLS ATHLETIC BOOSTER CLUB","HOUSTON","TX",2011,"true",207070,16,0,0,46276,8900,178,71601,98514,58927,0,0,87274,11240,57516,0,57516,"no","no","yes","no","no"
"LAKES AND PRAIRIES COMMUNITY ACTION PARTNERSHIP INC","MOORHEAD","MN",1969,"true",7302541,20,0,42669,3041534,6869003,-2080,432751,7299674,1083185,0,3958752,7235630,64044,3116972,2002985,1113987,"no","no","yes","yes","yes"
"BENEVOLENT & PROTECTIVE ORDER OF ELKS CRANBERRY 2249","CRANBERRY TWP","PA",NA,"",412883,8,0,0,269225,2552,5960,58449,220140,0,0,67721,213686,6454,269023,22236,246787,"no","no","no","","no"
"BENEVOLENT & PROTECTIVE ORDER OF ELKS LODGE 1216","DEVILS LAKE","ND",NA,"",282536,8,0,0,57119,1294,1,40764,174761,13437,0,65425,171454,3307,59313,5771,53542,"no","yes","no","","no"
"LEWISBURG PUBLIC HOUSING INC","BLOOMINGTON","IN",NA,"",195680,25,0,0,564413,70746,230,112224,195680,0,0,33727,212312,-16632,535690,1213039,-677349,"yes","no","yes","no","yes"
"COLUMBUS FUTBOL CLUB INC","COLUMBUS","GA",2003,"true",374516,9,0,0,194069,0,79,374437,374516,0,0,122888,294697,79819,273898,3242,270656,"no","no","no","no","no"
"Women Helping All People","Marin City","CA",1999,"true",209587,3,0,0,29359,209587,0,0,209587,0,0,163881,213140,-3553,24868,4316,20552,"no","no","no","no","no"
"VOSS MOHR CEMETARY ASSOCIATION C/O RANDY SUMP","OMAHA","NE",1900,"",2395058,7,0,0,1825353,0,17783,32275,50058,0,0,0,31659,18399,1843752,0,1843752,"no","no","no","","no"
"ALPHA KAPPA OF ALPHA CHI OMEGA ALUMNI HOLDING ASSOCIATION","SPRINGFIELD","OR",1927,"",262309,11,0,0,1450930,1340,1123,259846,262309,0,0,0,432139,-169830,1278716,0,1278716,"no","no","no","","no"
"BENEVOLENT PROTECTIVE ORDER OF ELKS","Hernando","FL",1976,"",177172,11,0,0,343111,47953,2,18039,133731,0,0,54740,171638,-37907,318423,89106,229317,"no","yes","no","","no"
"MOULTRIE LODGE NO 1158 LOYAL ORDER","Moultrie","GA",1949,"",388380,9,1920,0,123387,34998,0,343620,380538,0,0,71696,354561,25977,146497,3093,143404,"no","no","no","","no"
"LA JOLLA WOMANS CLUB","LA JOLLA","CA",1914,"",435810,11,0,0,687431,7208,5,416065,429768,650,0,114811,376828,52940,741445,84653,656792,"no","yes","no","no","no"
"WOODS HOLE COMMUNITY ASSOCIATION INC","WOODS HOLE","MA",1919,"true",137002,22,0,0,835931,61161,3510,36102,119928,0,0,837,102528,17400,853227,760,852467,"no","no","no","","no"
"FAIRVIEW SCHOOL FOUNDATION","FAIRVIEW","PA",NA,"true",110780,15,0,0,492643,46580,23321,0,97670,68008,0,0,101549,-3879,488764,0,488764,"no","no","yes","no","no"
"VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF INDIANA","LAFAYETTE","IN",1933,"",568173,151,0,0,87717,12846,0,0,121653,0,0,59839,130940,-9287,98091,6174,91917,"no","no","no","","no"
"Township of Colts Neck PTO Inc","Colts Neck","NJ",1984,"true",132846,610,0,0,55390,8870,314,0,68454,0,0,0,50476,17978,73368,0,73368,"no","no","no","","no"
"Cancer Care Center of Brevard Foundation Inc","Melbourne","FL",1993,"true",550505,8,0,0,1138565,464159,19829,0,512884,169468,0,49605,258828,254056,1431354,38734,1392620,"no","no","yes","yes","yes"
"SIGMA NU FRATERNITY EPSILON MU","INDIANAPOLIS","IN",1927,"",678455,6,3958,0,1913783,0,3958,673757,678455,97700,0,0,598386,80069,1951337,501090,1450247,"no","no","no","","no"
"Harold Court","Little Rock","AR",2012,"true",94932,4,0,0,1874841,0,162,93068,94932,0,0,31284,143743,-48811,1829241,15098,1814143,"no","no","yes","no","no"
"American Commitee for Ahavas Torah Inc","Brooklyn","NY",2015,"true",679705,3,0,0,38483,679705,0,0,679705,716500,0,0,717570,-37865,618,0,618,"no","no","no","no","no"
"FRATERNAL ORDER OF EAGLES AERIE 3298","Youngstown","OH",1982,"",312007,14,6357,0,12545,65427,0,13930,194930,0,13930,68777,179648,15282,27827,0,27827,"no","no","no","","no"
"SAVE THE CORD FOUNDATION","TUCSON","AZ",2007,"true",82699,1,0,7473,4869,82699,0,0,82699,0,0,0,64138,18561,8918,213,8705,"no","no","no","","no"
"INTERNAT ASSOC OF BRIDGE STRUCTURAL ORNAMENTAL IRON WORKERS LOCAL 495","ALBUQUERQUE","NM",1936,"",1113247,9,0,0,1312911,744503,368744,0,1113247,0,0,329288,722564,390683,1685406,5576,1679830,"no","yes","no","no","no"
"TRADEWINDS INC","SEDALIA","MO",1996,"true",149243,6,0,0,967128,70837,10,78396,149243,0,0,31908,212175,-62932,970115,1424765,-454650,"no","no","yes","yes","yes"
"Supreme Emblem Club of the USA Inc","Fremont","OH",1926,"",165036,24,0,0,1473619,78807,25048,26765,152000,123410,0,306,244245,-92245,1381374,0,1381374,"no","no","no","","no"
"COLLEGE FOUNDATION INC","HENDERSON","KY",1957,"true",286369,29,0,0,2440417,190857,49114,37310,286369,572966,0,0,647545,-361176,2237645,0,2237645,"no","no","yes","yes","no"
"S & M HUNTING LODGE INC","GETTYSBURG","PA",NA,"",217475,13,3935,0,755339,0,245,207120,217475,0,0,53287,205732,11743,732281,13844,718437,"no","yes","no","no","no"
"SOUTHSIDE CHRISTIAN SCHOOL OF THE UPSTATE","SIMPSONVILLE","SC",2003,"true",14865278,6,0,181245,15353546,3166128,19890,11348302,14592372,0,0,8561248,12015909,2576463,18100975,6280661,11820314,"no","no","yes","no","no"
"JEWISH COMMUNITY COUNCIL OF PELHAM PARKWAY INC","BRONX","NY",1977,"true",108950,0,0,0,6091,105757,0,0,103314,57283,0,0,103954,-640,5452,0,5452,"no","no","no","","no"
"JACKSON CHRISTIAN SCHOOL","JACKSON","TN",1976,"true",8354950,12,0,288797,18723434,245177,-2889,7915824,8197011,0,0,4830000,7744679,452332,19292480,11422809,7869671,"no","no","no","","no"
"BENEVOLENT & PROTECTIVE ORDER OF THE ELKS LODGE 1795","FORT WALTON BEACH","FL",2000,"",497744,11,4305,0,414372,91226,124,14995,327422,0,0,97363,275436,51986,483317,39911,443406,"no","yes","no","no","no"
"MISSOURI ALUMNI OF DELTA UPSILON","COLUMBIA","MO",NA,"",450898,6,0,4737,5969398,41451,0,409447,450898,0,0,0,544778,-93880,5839913,4636924,1202989,"no","no","no","no","yes"
"DIRECTORS GUILD OF AMERICA CONTRACT ADMINISTRATION WEST","SHERMAN OAKS","CA",1978,"",279987,5,0,0,663276,0,18078,261909,279987,0,0,154959,233150,46837,749567,10979,738588,"no","no","no","","no"
"ST PETERSBURG COLLEGE FOUNDATION INC","ST PETERSBURG","FL",1979,"true",12629755,19,0,64020,65855439,2040670,6514198,479601,9034469,3340431,0,0,4502744,4531725,73093173,34245,73058928,"no","no","yes","yes","yes"
"TENNESSEE SOCIETY OF CERTIFIED PUBLIC ACCOUNTANTS","BRENTWOOD","TN",1924,"",2958531,106,33211,0,3491307,0,7797,2659125,2943168,2100,0,1584415,2824715,118453,3651396,971118,2680278,"no","yes","yes","yes","yes"
"Norwood Christian Preschool Inc","Norwood","MA",2007,"true",279752,6,0,435,9623,15136,4,264612,279752,0,0,202271,269014,10738,17399,3622,13777,"no","no","no","","no"
"AVERETT UNIVERSITY","DANVILLE","VA",1859,"true",52051298,29,0,562639,67363097,7039974,1157802,42086661,50335729,15672986,0,17256774,47360819,2974910,73191613,22410716,50780897,"no","no","yes","yes","yes"
"PARENTS GROUP-CHILD DAY CARE COUNCIL","ZANESVILLE","OH",1971,"true",627199,9,0,0,58324,0,51,609527,621725,0,0,454463,635510,-13785,39612,11079,28533,"no","yes","yes","yes","no"
"Cumberland Youth Soccer Association","Cumberland","RI",1990,"true",403479,16,0,0,167757,373737,0,0,399579,3923,0,0,355021,44558,212315,0,212315,"no","no","no","","yes"
"REHABILITATION OPPORTUNITIES INC","LANHAM","MD",1964,"true",3939188,7,0,0,8767732,284666,63406,3237017,3835566,0,0,2549585,3326264,509302,8624114,369025,8255089,"no","no","yes","yes","yes"
"CALHOUN COUNTY ECONOMIC DEVELOPMENT","ROCKWELL CITY","IA",1990,"",96326,12,0,0,250452,89050,0,7276,96326,0,0,56552,83767,12559,262966,1724,261242,"no","no","no","","no"
"AMIRACLE4SURE INC","HARRISBURG","PA",2011,"true",1370078,7,0,12250,1686577,1320486,0,49592,1370078,0,0,483894,1710688,-340610,1478196,309722,1168474,"no","no","yes","yes","yes"
"IOWA STATE DANCEDRILL TEAM ASSOCIATION","PELLA","IA",1986,"true",403432,13,9500,9829,463179,29050,2090,268144,363216,5000,0,86826,368678,-5462,461045,5996,455049,"no","yes","no","no","no"
"BARRETT DEWITT HOUSING DEVELOPMENT FUND COMPANY INC","EAST SYRACUSE","NY",1998,"true",360164,4,0,0,2111440,0,4905,303393,360164,0,0,102694,333076,27088,2138537,41244,2097293,"yes","no","yes","yes","yes"
"LONG HILL BURIAL ASSOC C/O PAUL KOSTOPOULOS CPA","STRATFORD","CT",1764,"",309353,5,0,0,1278436,0,38563,0,46563,0,0,5280,53888,-7325,1285205,0,1285205,"no","no","no","","no"
"ALPHA ZETA HOUSE CORPORATION","San Marcos","TX",1983,"",98043,10,0,0,794783,90315,7728,0,98043,0,0,0,127548,-29505,748248,439359,308889,"no","no","no","","no"
"BPO Elks #223 Warren","Warren","PA",1915,"",219788,8,0,0,331950,0,22642,34452,219788,0,0,77483,185494,34294,367249,42436,324813,"no","no","no","","no"
"NORTH CAROLINA SOCIETY OF THE CINCINNATI","RALEIGH","NC",1783,"true",920446,23,0,0,3678328,230719,191857,111439,534090,146526,0,33297,436382,97708,3801866,8657,3793209,"no","yes","yes","yes","yes"
"CHARITY LEAGUE INC","CHARLOTTE","NC",1928,"true",84669,10,0,0,430108,35281,20,36991,83494,0,0,0,76932,6562,509297,0,509297,"no","yes","yes","yes","no"
"GENESEE ROWING CLUB INC","ROCHESTER","NY",2008,"true",141235,9,0,0,290101,0,71,140307,141235,0,0,0,160697,-19462,303702,76384,227318,"no","no","yes","yes","no"
"KOREAN AMERICAN COMMUNITY HOUSING SERVICES INC","MILFORD","MI",NA,"true",818084,15,0,0,2347530,0,574,813952,818084,0,0,135513,833374,-15290,2271480,3490169,-1218689,"yes","no","no","","no"
"BENEVOLENT AND PROTECTIVE ORDER OF","Valparaiso","IN",1910,"",205556,3,30648,0,206363,25945,25,39115,124083,8253,0,2145,111429,12654,458960,20044,438916,"no","no","no","","no"
"EMERGENCY HEALTH SERVICES FED","NEW CUMBERLAND","PA",1973,"true",1355822,9,0,0,756741,1355647,0,175,1355822,0,0,749331,1441373,-85551,652651,241109,411542,"no","no","yes","yes","yes"
"Lock City Lodge No 617 Loyal Order","Lockport","NY",1911,"",574322,9,147,0,749846,14693,147,444082,515050,48811,0,0,528345,-13295,736430,2043,734387,"no","no","no","","no"
"CANTON SOUTH ATHLETIC BOOSTER CLUB","CANTON","OH",NA,"true",245165,4,0,1950,13524,218225,0,26940,245165,211650,0,0,240313,4852,18376,0,18376,"no","no","no","no","no"
"Pi Beta Phi Fraternity Michigan Beta Chapter 223","Ann Arbor","MI",1888,"",389762,10,0,0,363911,147,185,386712,389762,6547,0,0,349406,40356,403608,15841,387767,"no","yes","no","","no"
"EL MONTESO EL MONTE CHAMBER OF COM","SOUTH EL MONTE","CA",NA,"",177035,16,0,24012,32641,67405,173,77081,177035,1700,0,116012,206860,-29825,2836,3613,-777,"no","no","no","","no"
"College Park Lodge 453 - Loyal Order of Moose Inc","College Park","MD",1948,"",336718,9,0,0,1598041,6558,4710,325450,336718,2532,0,81766,355689,-18971,1581738,3546,1578192,"no","yes","no","","no"
"COMMUNITY GATEPATH","REDWOOD CITY","CA",1920,"true",20861183,24,0,952415,10092120,2857602,426774,12653854,15660595,0,0,12064950,16227384,-566789,10039731,2397116,7642615,"no","no","yes","yes","yes"
"Plumbers & Pipefitters Joint Apprenticeship Training Committee","South Bend","IN",1941,"",935857,8,0,0,1112578,695604,4352,235901,935857,0,0,369028,883089,52768,1166572,2927,1163645,"no","yes","no","","no"
"OMEGA LIFE MEMBERSHIP FOUNDATION INC","WASHINGTON","DC",1984,"true",1090449,18,0,0,4395843,366290,277476,8937,652703,286985,0,0,479700,173003,4667499,0,4667499,"no","no","yes","yes","yes"
"GLEN REST MEMORIAL ESTATE","REYNOLDSBURG","OH",1936,"",4144075,5,0,0,8223242,0,233410,1233802,1468097,0,0,484100,1358154,109943,8212922,65513,8147409,"no","yes","yes","yes","yes"
"ALL AUSTIN COOPERATIVE SCHOOL","AUSTIN","TX",1953,"true",394003,9,0,4382,1011494,6110,1230,339710,371767,0,0,253520,374247,-2480,1014675,425085,589590,"no","no","no","","no"
"GLA AMERICA","SUNNYVALE","CA",1976,"true",124441,3,0,0,587985,123120,1321,0,124441,0,0,0,114933,9508,598213,2339,595874,"no","no","yes","no","no"
"SCOTLAND FAMILY COUNSELING CENTER INC","LAURINBURG","NC",2009,"true",313893,13,0,0,83804,65308,527,248058,313893,0,0,245812,292696,21197,105001,0,105001,"no","no","no","no","no"
"MAIDS OF MIRTH INC","MOBILE","AL",1949,"",244208,6,0,0,149288,0,147,244061,244208,0,0,0,230677,13531,162152,4183,157969,"no","yes","no","","no"
"North Carolina Association of Teacher Assistants","Welcome","NC",1983,"",128688,19,0,0,95362,53325,169,64966,127589,3000,0,30000,118234,9355,104672,0,104672,"no","no","no","","no"
"SKILLS DEVELOPMENT INC","HANNIBAL","MO",1979,"true",555928,5,0,0,545109,0,29,555899,555928,0,0,354750,433808,122120,667138,963,666175,"no","no","no","","yes"
"WEST HENRIETTA HOUSING DEVELOPMENT FUND CORPORATION","ROCHESTER","NY",2004,"true",71232,4,0,0,989179,36696,93,33868,71232,0,0,17365,100743,-29511,965265,202408,762857,"yes","no","yes","yes","yes"
"BENEVOLENT PROTECTIVE ORDER OF ELKS","TOWSON","MD",1904,"",368199,5,0,0,1400758,85881,23361,23697,155642,0,0,8111,137901,17741,1410536,49040,1361496,"no","no","yes","yes","yes"
"CHINESE COMMUNITY CENTER OF FLUSHING INC","FLUSHING","NY",2011,"true",260013,13,0,0,302638,49229,-140081,190342,108427,0,0,136869,394533,-286106,81736,522096,-440360,"no","no","yes","no","no"
"OKLAHOMA MU ALUMNI CORPORATION","STILLWATER","OK",1930,"",268065,11,0,0,1926878,41340,0,226725,268065,0,0,0,264403,3662,2062346,646643,1415703,"no","no","no","no","no"
"UFM WORLDWIDE (USA) INC","MOUNTAIN BROOK","AL",2013,"true",523320,5,0,9615,117905,523208,-2388,91,520911,182357,0,192929,528098,-7187,110718,0,110718,"no","no","yes","yes","no"
"LAKE MCMURTRY FRIENDS INC","Stillwater","OK",NA,"true",413331,5,0,0,192372,211805,0,201526,413331,0,0,184512,401444,11887,198274,8466,189808,"no","no","no","no","no"
"ST ANTHONY COMMUNITY CENTER INC","ST ANTHONY","IN",NA,"",851545,7,0,0,1430402,7500,402456,3645,443897,3700,0,2982,104594,339303,1769705,0,1769705,"no","no","no","","no"
"MEALS ON WHEELS FOR FORT COLLINS COLORADO INC","FORT COLLINS","CO",1969,"true",493831,9,0,19438,512124,307834,25,183725,493831,338138,0,137338,520756,-26925,513752,27959,485793,"no","no","yes","no","yes"
"BRETHREN HOUSING ASSOCIATION","HARRISBURG","PA",1989,"true",681884,12,0,52333,1634505,463307,1526,179910,664420,0,0,375116,675859,-11439,1565649,167413,1398236,"no","no","yes","yes","no"
"OAKLAND CLUB","PINEVILLE","SC",1905,"",1367839,7,68320,0,6872264,0,51320,1316269,1367839,103850,0,592273,1212112,155727,8164075,3194315,4969760,"no","yes","no","","no"
"CANDIA YOUTH ATHLETIC ASSOCIATION","CANDIA","NH",NA,"true",190595,15,0,0,598856,26513,16,137172,184057,2265,0,0,147182,36875,607338,152628,454710,"no","no","yes","no","no"
"COULSON TOUGH PARENT TEACHER ORGANIZATION","THE WOODLANDS","TX",2002,"true",207025,7,0,0,63147,75997,0,15288,145699,0,0,0,130084,15615,78762,0,78762,"no","no","no","","no"
"Bridgeport Lodge #289 - Loyal Order of Moose Inc","Bridgeport","CT",1910,"",231554,7,0,0,470883,6110,0,225444,231554,4966,0,0,237179,-5625,449510,142537,306973,"no","yes","yes","no","yes"
"MISSISSIPPI 8 CONFERENCE","BECKER","MN",2004,"true",89421,10,0,0,31539,0,36,89385,89421,0,0,9500,80838,8583,40122,0,40122,"no","no","no","","no"
"LENOX CLUB OF LENOX","LENOX","MA",1874,"",1080672,15,0,0,666059,0,678453,276561,955014,0,0,41679,272532,682482,930070,191870,738200,"no","no","yes","yes","yes"
"DELTA COUNTY ECONOMIC DEVELOPMENT INC","DELTA","CO",NA,"true",160511,20,0,0,157143,137856,353,15269,156862,0,0,88418,127005,29857,193485,35194,158291,"no","yes","yes","yes","yes"
"New Mexico Medical Society","Albuquerque","NM",1959,"",1361760,33,16861,0,2245989,569760,148890,459172,1195196,0,0,600251,1165789,29407,2227170,1314993,912177,"no","no","yes","yes","yes"
"ENGLISH SETTER CLUB OF AMERICA","SOUTHAMPTON","NJ",1927,"",120477,4,0,0,1230403,0,611,97928,103502,0,0,0,69176,34326,1263672,0,1263672,"no","no","no","no","no"
"MONTESSORI LIVE EDUCATOR TRAINING PROGRAM INC","VENICE","FL",NA,"true",239224,5,0,0,22467,20504,0,218720,239224,0,0,117946,247881,-8657,15218,9807,5411,"no","no","no","","no"
"EL DORADO CHAMBER OF COMMERCE","EL DORADO","AR",1921,"",359559,43,0,0,271813,236240,557,122706,359559,0,0,220978,393100,-33541,226450,120331,106119,"no","no","no","","no"
"ROCHESTER ROTARY CHARITIES INC","ROCHESTER","MI",1982,"true",184102,7,0,0,58677,24735,0,129689,164644,0,0,0,138523,26121,94796,9998,84798,"no","yes","no","","no"
"Friends of the Children","Delavan","WI",1998,"true",139370,5,0,0,84958,78590,0,0,129552,0,0,0,110443,19109,104067,0,104067,"no","no","no","no","no"
"AMVETS POST 2006 INC","LEESBURG","FL",2006,"",1392056,417,0,4615,781805,25550,32,0,253207,8132,0,0,190008,63199,822049,321483,500566,"no","yes","yes","yes","no"
"CROCKETT CEMETERY ASSOCIATION INC","CROCKETT","TX",1919,"",54024,12,0,0,208213,23462,7399,21425,54024,0,0,43389,61039,-7015,200153,1527,198626,"no","no","no","","no"
"HELPING PAW INC","COMMACK","NY",2009,"true",56837,6,0,0,33743,23428,0,33409,56837,0,0,4181,52039,4798,97752,68392,29360,"no","no","no","","no"
"FRIENDS OF THE SALEM PUBLIC LIBRARY","SALEM","OR",1964,"true",204241,9,0,0,100395,132162,1071,0,144634,15000,0,24497,75202,69432,170569,1122,169447,"no","no","yes","no","no"
"INDIAN HILL HISTORICAL MUSEUM ASSOC","CINCINNATI","OH",1973,"true",193438,23,0,0,2234917,78500,64242,20824,188491,0,0,67923,149371,39120,2483261,12,2483249,"no","no","yes","yes","no"
"COMMUNITY ACTION HOUSING CORPORATION","DICKINSON","ND",2006,"true",49487,5,0,0,874067,0,4,46898,49487,0,0,0,78197,-28710,847937,17751,830186,"yes","no","yes","yes","yes"
"HUNTING HERITAGE TRUST INC","AIKEN","SC",NA,"true",455658,11,0,0,503133,2856,953,0,173939,250,0,0,126778,47161,551994,0,551994,"no","no","no","no","no"
"THE LIFE WAY WORLD MISSION INC","COMMERCE","CA",NA,"true",96035,2,0,0,8593,96035,0,0,96035,0,0,46497,85903,10132,23396,1344,22052,"no","no","no","","no"
"MOUNTAIN CREEK FIRE DEPARTMENT INC","ELLERBE","NC",1990,"true",78020,5,0,0,708770,22956,43,53384,78020,0,0,0,41952,36068,741881,0,741881,"no","no","yes","yes","no"
"HAUPPAUGE VOLUNTEER FIRE DEPARTMENT INC","HAUPPAUGE","NY",1937,"",92003,6,0,11059,183200,91691,312,0,92003,9355,3000,8400,82749,9254,200586,8132,192454,"no","yes","no","","no"
"VARICK HOMES HDFC INC","SUFFERN","NY",1968,"true",1791921,6,0,0,4603021,0,1899,1790022,1791921,0,0,0,1838461,-46540,4447147,268660,4178487,"yes","no","no","","no"
"CLINTON COUNTY BOARD OF SERVICES","CAMERON","MO",1989,"true",1788002,7,0,0,1077726,0,58,1787944,1788002,0,0,1218700,1688419,99583,1465212,398031,1067181,"no","no","yes","yes","yes"
"BENEVOLENT & PROTECTIVE ORDER OF ELKS 254","JANESVILLE","WI",1988,"",451846,9,15142,0,428112,55953,9,1450,183655,11193,0,50525,192292,-8637,411025,228426,182599,"no","yes","yes","yes","yes"
"FESTUS-CRYSTAL CITY ELKS LODGE 1721","FESTUS","MO",1947,"",1389252,9,0,0,3133848,178970,3761,0,741366,0,0,228314,689138,52228,3172860,166618,3006242,"no","no","no","","no"
"WEST SENECA YOUTH HOCKEY ASSOCIATION","WEST SENECA","NY",1974,"true",554685,19,0,0,487654,0,1001,553684,554685,0,0,0,548065,6620,470965,247479,223486,"no","no","no","","no"
"REBUILDING TOGETHER PETALUMA INC","PETALUMA","CA",1997,"true",537356,6,0,26033,205424,511703,235,0,530988,0,0,212142,456478,74510,279933,0,279933,"no","no","no","no","no"
"YAKIMA VALLEY FAIR AND RODEO","GRANDVIEW","WA",1935,"true",571053,11,0,0,647814,10444,5300,72173,126409,0,0,224,115254,11155,653427,79723,573704,"no","no","no","","no"
"PHI DELTA THETA ILLINOIS ETA","CHAMPAIGN","IL",NA,"",491676,7,63,0,86405,5440,63,486173,491676,0,0,0,513311,-21635,65565,64995,570,"no","no","no","no","no"
"HOLY TRINITY ORTHODOX CHRISTIAN ACA","WARREN","OH",NA,"true",248431,4,0,0,78223,18135,1,214138,243050,0,0,183761,246675,-3625,75956,1429,74527,"no","no","no","","no"
"GREATER ENNIS UNITED WAY","ENNIS","TX",1952,"true",297603,20,0,3045,332261,297127,476,0,297603,248874,0,37744,300650,-3047,334753,249166,85587,"no","no","yes","yes","yes"
"Greeneville-Greene County Humane Society Inc","Greeneville","TN",1976,"true",321150,10,0,0,1418227,101282,75027,89353,321150,0,0,137511,283878,37272,1464815,2564,1462251,"no","no","no","","no"
"Burnsville Hockey Club","Burnsville","MN",1989,"true",2676762,15,0,0,82575,0,0,413880,518668,0,0,0,536456,-17788,58283,0,58283,"yes","yes","no","no","no"
"THE DELAVAN-DARIEN ATHLETIC BOOSTER CLUB","DELAVAN","WI",2000,"true",111878,6,0,0,78598,873,0,0,66926,34642,0,0,56815,10111,88710,0,88710,"no","yes","no","","no"
"FRANCIS TUTTLE FOUNDATION INC","OKLAHOMA CITY","OK",1984,"true",223376,15,0,1000,1103662,154157,38188,31031,223376,110574,0,0,201267,22109,1126416,812,1125604,"no","no","no","","yes"
"FOREST CITY ENTERTAINMENT INC","FOREST CITY","IA",2012,"true",80709,8,0,0,279384,3414,0,0,80709,0,0,17053,95823,-15114,262962,7370,255592,"no","no","no","","no"
"MEHERRIN INDIAN TRIBE WAYNE BROWN TRIBAL CHIEF","AHOSKIE","NC",NA,"true",47282,4,0,0,124380,19882,0,27400,47282,0,0,0,50710,-3428,120952,0,120952,"no","no","no","","no"
"OXNARD UNION HIGH SCHOOL DISTRICT RETIREE HEALTH BENEFITS PLAN","OXNARD","CA",1999,"",26527355,6,0,0,55922492,0,9899188,52852,9952040,0,0,0,133224,9818816,61258767,30681,61228086,"no","no","no","no","no"
"SHOPMENS LOCAL UNION NO 824 OF THE INTERNATIONAL ASSOCIATION OF BRIDGE","GOUVERNEUR","NY",NA,"",69930,7,0,0,27750,8894,46,60990,69930,0,3221,8688,64326,5604,33678,765,32913,"no","no","yes","no","no"
"ESCALON HERITAGE HOMES INC","LONG BEACH","CA",1984,"true",431521,6,0,0,891841,283526,274,143771,431521,0,0,0,402784,28737,865513,1022886,-157373,"yes","yes","yes","yes","yes"
"INTERNATIONAL MOTORSPORTS HALL OF FAME FOUNDATION","TALLADEGA","AL",NA,"true",0,7,0,0,148742,0,0,0,0,0,0,0,1270,-1270,114587,0,114587,"no","no","no","","no"
"GRANDVIEW CEMETERY ASSOCIATION INC","ALBANY","MO",1998,"true",157781,4,0,0,1143295,110740,35546,11495,157781,0,0,29881,135632,22149,1180636,0,1180636,"no","no","no","","no"
"KNIGHTS OF REVELRY INC","MOBILE","AL",1964,"",490082,8,326,0,234993,0,-2521,489696,487235,0,0,0,437203,50032,261585,66063,195522,"no","no","no","","no"
"SHIPLEY SCHOOL","BRYN MAWR","PA",1894,"true",70544488,33,0,1730836,103756403,6476244,5532557,29449985,42856089,6914428,0,17248187,37873283,4982806,105511398,30052457,75458941,"no","no","yes","yes","yes"
"DR EARLE B STEWART DECD","MILWAUKEE","WI",1963,"true",212030,0,0,0,1253914,0,58537,0,58671,4000,0,22600,27543,31128,1285040,0,1285040,"no","no","no","","no"
"SUSAN B ANTHONY PTO","WESTMINSTER","CA",2012,"true",64914,3,0,0,41228,0,0,0,38670,0,0,0,34829,3841,45069,0,45069,"no","yes","no","","no"
"SOUTHCENTRAL KENTUCKY COMMUNITY & TECHNICAL COLLEGE FOUNDATION INC","BOWLING GREEN","KY",2006,"true",323708,11,0,7025,522569,317060,6648,0,323708,0,0,0,134886,188822,723857,0,723857,"no","no","yes","yes","yes"
"CLINE-PAUTSCH-KOTT POST 164 INC AMERICAN LEGION","Boynton Beach","FL",1984,"",242461,7,0,6373,135265,58926,1,0,172181,75,0,48743,140998,31183,167038,995,166043,"no","yes","yes","yes","yes"
"RIDGE RUNNERS SNOWMOBILE CLUB INC","NORTHOME","MN",1987,"",1746621,6,7700,0,200471,1597,17,85728,108915,0,0,7680,83693,25222,225363,1787,223576,"no","yes","no","","no"
"Chelsea Hockey Association","Chelsea","MI",2000,"true",407033,10,0,0,30522,0,0,407033,407033,0,0,0,407158,-125,24071,0,24071,"no","no","no","","no"
